Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
126,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,ageusia,3,multiple choice,sweet,sweet,,,,,125,1,,,
126,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,ageusia,4,multiple choice,bitter,bitter,,,,,125,1,,,
126,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,ageusia,5,multiple choice,chicken broth-like taste,umami,,,,,125,1,,,
126,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,ageusia,6,multiple choice,all the 5 basic taste,general,,,,,125,1,,,
126,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,ageusia,7,multiple choice,I Do not know ,do_not_know,,,,,125,1,,,
127,1,History of illness ,When did this problem start? ,Onset_date,ageusia,1,,It approximately started on:,DateTime,datetime,,,,125,1,,,
128,1,History of illness ,How fast was the onset ?,onset_speed,ageusia,1,single choice,progressively,progressive,,,,,125,1,,,
128,1,History of illness ,How fast was the onset ?,onset_speed,ageusia,2,single choice,suddenly,sudden,,,,,125,1,,,
128,1,History of illness ,How fast was the onset ?,onset_speed,ageusia,3,single choice,I always had a bad  or absent sense of taste as far as I can remember.,No_memories_of_any_taste,,,,,125,1,,,
128,1,History of illness ,How fast was the onset ?,onset_speed,ageusia,4,single choice,Do not know ,do_not_know,,,,,125,1,,,
129,1,History of illness ,Have you ever noticed that your ability to taste may improve  over a short or long period? ,symptoms_pattern_name,ageusia,1,single choice,Yes - my sense of taste fluctuates,fluctuating,,,,,125,1,,,
129,1,History of illness ,Have you ever noticed that your ability to taste may improve  over a short or long period? ,symptoms_pattern_name,ageusia,2,single choice,No - my sense of taste is constantly impaired,constant,,,,,125,1,,,
129,1,History of illness ,Have you ever noticed that your ability to taste may improve  over a short or long period? ,symptoms_pattern_name,ageusia,3,single choice,Do not know ,do_not_know,,,,,125,1,,,
130,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating ageusia,1,single choice,hourly,hour,,,,,129,1,,,
130,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating ageusia,2,single choice,daily,day,,,,,129,1,,,
130,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating ageusia,3,single choice,weekly,week,,,,,129,1,,,
130,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating ageusia,4,single choice,monthly,month,,,,,129,1,,,
130,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating ageusia,5,single choice,yearly,year,,,,,129,1,,,
130,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating ageusia,6,single choice,Do not know ,do_not_know,,,,,129,1,,,
130,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating ageusia,7,single choice,it is irregular,irregular_fluctuation,,,,,129,1,,,
131,1,History of illness ,Did you lost your sense of taste in one or both side of the tongue? ,laterality,ageusia,1,single choice,Both side,bilateral,,,,,125,1,,,
131,1,History of illness ,Did you lost your sense of taste in one or both side of the tongue? ,laterality,ageusia,2,single choice,Left side,unilateral_left,,,,,125,1,,,
131,1,History of illness ,Did you lost your sense of taste in one or both side of the tongue? ,laterality,ageusia,3,single choice,Right side,unilateral_right,,,,,125,1,,,
131,1,History of illness ,Did you lost your sense of taste in one or both side of the tongue? ,laterality,ageusia,4,single choice,Do not know ,do_not_know,,,,,125,1,,,
132,1,History of illness ,How has the situation changed since the beginning ?,Evolution,ageusia,1,single choice,No change,no_change,,,,,125,1,,,
132,1,History of illness ,How has the situation changed since the beginning ?,Evolution,ageusia,2,single choice,Better,better,,,,,125,1,,,
132,1,History of illness ,How has the situation changed since the beginning ?,Evolution,ageusia,3,single choice,Worse,worse,,,,,125,1,,,
132,1,History of illness ,How has the situation changed since the beginning ?,Evolution,ageusia,4,single choice,Do not know ,do_not_know,,,,,125,1,,,
133,1,History of illness ,How does this problem affect your quality of life ?,effect_on_quality_of_life,ageusia,1,,Please use a scale ranging from 1 (Not at all) to 10 (very badly):,integer,range,10-Jan,,,125,1,,,
134,1,History of illness ,What makes your condition worse? ,Exacerbating_factors,ageusia,1,,Type here:,,text,,,,125,1,,,
135,1,History of illness ,What makes your condition better? ,Allievating_factors,ageusia,1,,Type here:,,text,,,,125,1,,,
136,16,History of illness ,I am more sensitive to sour - bitter - salty or sweet taste,,hypergeusia,1,single choice,yes,,,,,,,,,,
136,16,History of illness ,I am more sensitive to sour - bitter - salty or sweet taste,,hypergeusia,2,single choice,no,,,,,,,,,,
137,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,hypergeusia,1,multiple choice,sour,sour,,,,,136,1,,,
137,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,hypergeusia,2,multiple choice,salty,salty,,,,,136,1,,,
137,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,hypergeusia,3,multiple choice,sweet,sweet,,,,,136,1,,,
137,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,hypergeusia,4,multiple choice,bitter,bitter,,,,,136,1,,,
137,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,hypergeusia,5,multiple choice,chicken broth-like taste,umami,,,,,136,1,,,
137,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,hypergeusia,6,multiple choice,all the 5 basic tastes,general,,,,,136,1,,,
137,1,History of illness ,The problem apply to the following (check all that apply) :,quality_descriptor,hypergeusia,7,multiple choice,I Do not know ,do_not_know,,,,,136,1,,,
138,1,History of illness ,When did this problem start? ,Onset_date,hypergeusia,1,,It approximately started on:,DateTime,datetime,,,,136,1,,,
139,1,History of illness ,How fast was the onset ?,onset_speed,hypergeusia,1,single choice,progressively,progressive,,,,,136,1,,,
139,1,History of illness ,How fast was the onset ?,onset_speed,hypergeusia,2,single choice,suddenly,sudden,,,,,136,1,,,
139,1,History of illness ,How fast was the onset ?,onset_speed,hypergeusia,3,single choice,I always had a bad sense of taste as long as I can remember.,No_memories_of_any_smells,,,,,136,1,,,
139,1,History of illness ,How fast was the onset ?,onset_speed,hypergeusia,4,single choice,Do not know ,do_not_know,,,,,136,1,,,
140,1,History of illness ,Have you ever noticed that your ability to taste may return back to normal over a short or long period? ,symptoms_pattern_name,hypergeusia,1,single choice,Yes - my sense of taste fluctuates,fluctuating,,,,,136,1,,,
140,1,History of illness ,Have you ever noticed that your ability to taste may return back to normal over a short or long period? ,symptoms_pattern_name,hypergeusia,2,single choice,No - my sense of taste is constantly impaired,constant,,,,,136,1,,,
140,1,History of illness ,Have you ever noticed that your ability to taste may return back to normal over a short or long period? ,symptoms_pattern_name,hypergeusia,3,single choice,Do not know ,do_not_know,,,,,136,1,,,
141,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating hypergeusia,1,single choice,hourly,hour,,,,,140,1,,,
141,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating hypergeusia,2,single choice,daily,day,,,,,140,1,,,
141,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating hypergeusia,3,single choice,weekly,week,,,,,140,1,,,
141,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating hypergeusia,4,single choice,monthly,month,,,,,140,1,,,
141,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating hypergeusia,5,single choice,yearly,year,,,,,140,1,,,
141,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating hypergeusia,6,single choice,Do not know ,do_not_know,,,,,140,1,,,
141,1,History of illness ,How frequently does it fluctuates?,Unit_of_time,fluctuating hypergeusia,7,single choice,it is irregular,irregular_fluctuation,,,,,140,1,,,
142,1,History of illness ,The problem concerns one or both side of the tongue? ,laterality,hypergeusia,1,single choice,Both side,bilateral,,,,,136,1,,,
142,1,History of illness ,The problem concerns one or both side of the tongue? ,laterality,hypergeusia,2,single choice,Left side,unilateral_left,,,,,136,1,,,
142,1,History of illness ,The problem concerns one or both side of the tongue? ,laterality,hypergeusia,3,single choice,Right side,unilateral_right,,,,,136,1,,,
142,1,History of illness ,The problem concerns one or both side of the tongue? ,laterality,hypergeusia,4,single choice,Do not know ,do_not_know,,,,,136,1,,,
143,1,History of illness ,How has the situation changed since the beginning ?,Evolution,hypergeusia,1,single choice,No change,no_change,,,,,136,1,,,
143,1,History of illness ,How has the situation changed since the beginning ?,Evolution,hypergeusia,2,single choice,Better,better,,,,,136,1,,,
143,1,History of illness ,How has the situation changed since the beginning ?,Evolution,hypergeusia,3,single choice,Worse,worse,,,,,136,1,,,
143,1,History of illness ,How has the situation changed since the beginning ?,Evolution,hypergeusia,4,single choice,Do not know ,do_not_know,,,,,136,1,,,
144,1,History of illness ,How does this problem affect your quality of life ?,effect_on_quality_of_life,hypergeusia,1,,Please use a scale ranging from 1 (Not at all) to 10 (very badly):,integer,range,10-Jan,,,136,1,,,
145,1,History of illness ,What makes your condition worse? ,Exacerbating_factors,hypergeusia,1,,Type here:,,text,,,,136,1,,,
146,1,History of illness ,What makes your condition better? ,Allievating_factors,hypergeusia,1,,Type here:,,text,,,,136,1,,,
147,17,History of illness ,My mouth is burning,,burning_mouth,1,single choice,yes,,,,,,,,,,
147,17,History of illness ,My mouth is burning,,burning_mouth,2,single choice,no,,,,,,,,,,
148,1,History of illness ,When did this problem start? ,Onset_date,burning_mouth,1,,It approximately started on:,DateTime,datetime,,,,147,1,,,
149,1,History of illness ,How fast was the onset ?,onset_speed,burning_mouth,1,single choice,progressively,progressive,,,,,147,1,,,
149,1,History of illness ,How fast was the onset ?,onset_speed,burning_mouth,2,single choice,suddenly,sudden,,,,,147,1,,,
149,1,History of illness ,How fast was the onset ?,onset_speed,burning_mouth,4,single choice,Do not know ,do_not_know,,,,,147,1,,,
150,1,History of illness ,The problem concerns one or both side of the mouth? ,laterality,burning_mouth,1,single choice,Both side,bilateral,,,,,147,1,,,
150,1,History of illness ,The problem concerns one or both side of the mouth? ,laterality,burning_mouth,2,single choice,Left side,unilateral_left,,,,,147,1,,,
150,1,History of illness ,The problem concerns one or both side of the mouth? ,laterality,burning_mouth,3,single choice,Right side,unilateral_right,,,,,147,1,,,
150,1,History of illness ,The problem concerns one or both side of the mouth? ,laterality,burning_mouth,4,single choice,Do not know ,do_not_know,,,,,147,1,,,
151,1,History of illness ,How has the situation changed since the beginning ?,Evolution,burning_mouth,1,single choice,No change,no_change,,,,,147,1,,,
151,1,History of illness ,How has the situation changed since the beginning ?,Evolution,burning_mouth,2,single choice,Better,better,,,,,147,1,,,
151,1,History of illness ,How has the situation changed since the beginning ?,Evolution,burning_mouth,3,single choice,Worse,worse,,,,,147,1,,,
151,1,History of illness ,How has the situation changed since the beginning ?,Evolution,burning_mouth,4,single choice,Do not know ,do_not_know,,,,,147,1,,,
152,1,History of illness ,How does this problem affect your quality of life ?,effect_on_quality_of_life,burning_mouth,1,,Please use a scale ranging from 1 (Not at all) to 10 (very badly):,integer,range,10-Jan,,,147,1,,,
153,1,History of illness ,What makes your condition worse? ,Exacerbating_factors,burning_mouth,1,,Type here:,text,,,,,147,1,,,
154,1,History of illness ,What makes your condition better? ,Allievating_factors,burning_mouth,1,,Type here:,text,,,,,147,1,,,
155,18,History of illness ,Sometimes I suddenly perceive a strange taste hether or not I am trying to taste something.,,phantogeusia,1,single choice,yes,,,,,,,,,,
155,18,History of illness ,Sometimes I suddenly perceive a strange taste hether or not I am trying to taste something.,,phantogeusia,2,single choice,no,,,,,,,,,,
156,1,History of illness ,How pleasant are the strange taste? ,,phantogeusia pleasantness ,1,,Please use a scale ranging from 1 (very unpleasant) to 10 (very pleasant):,,range,10-Jan,,,155,1,,,
157,1,History of illness ,How intense are the strange taste?,,phantogeusia intensity,1,,Please use a scale ranging from 1 (very weak) to 10 (very intense):,,range,10-Jan,,,155,1,,,
158,1,History of illness ,How familiar is the strange taste like?,,phantogeusia familiarity,1,,Please use a scale ranging from 1 (very unfamiliar) to 10 (very familiar):,,range,10-Jan,,,155,1,,,
159,1,History of illness ,Please describe how the unusual taste like (e.g. burnt or smoke),quality_descriptor ,phantogeusia,1,,Type here:,,text,,,,155,1,,,
160,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,1,multiple choice,6 AM and 9 AM,6am9am,,,,,155,1,,,
160,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,2,multiple choice,9 AM and 12 PM,9am12pm,,,,,155,1,,,
160,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,3,multiple choice,12 PM and  3 PM,12pm3pm,,,,,155,1,,,
160,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,4,multiple choice,3 PM and 6 PM,3pm6pm,,,,,155,1,,,
160,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,5,multiple choice,6 PM and 9 PM,6pm9pm,,,,,155,1,,,
160,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,6,multiple choice,9 PM and 12 AM,9pm12am,,,,,155,1,,,
160,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,7,multiple choice,12 AM and  3 AM,12am3am,,,,,155,1,,,
160,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,8,multiple choice,3 AM and 6 AM,3am6am,,,,,155,1,,,
160,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,9,multiple choice,I Do not know ,do_not_know,,,,,155,1,,,
161,1,History of illness ,How frequently do you these unusual perception of taste ?,Time,phantogeusia,1,,Please indicate a number and a time unit:,,integer_and_timeunit,,,,155,1,,,
162,1,History of illness ,When did this problem start? ,Onset_date,phantogeusia,1,,It approximately started on:,DateTime,datetime,,,,155,1,,,
163,1,History of illness ,How fast was the onset ?,onset_speed,phantogeusia,1,single choice,progressively,progressive,,,,,155,1,,,
163,1,History of illness ,How fast was the onset ?,onset_speed,phantogeusia,2,single choice,suddenly,sudden,,,,,155,1,,,
163,1,History of illness ,How fast was the onset ?,onset_speed,phantogeusia,4,single choice,Do not know ,do_not_know,,,,,155,1,,,
164,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,phantogeusia,1,single choice,Both side,bilateral,,,,,155,1,,,
164,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,phantogeusia,2,single choice,Left side,unilateral_left,,,,,155,1,,,
164,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,phantogeusia,3,single choice,Right side,unilateral_right,,,,,155,1,,,
164,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,phantogeusia,4,single choice,Do not know ,do_not_know,,,,,155,1,,,
165,1,History of illness ,How has the situation changed since the beginning ?,Evolution,phantogeusia,1,single choice,No change,no_change,,,,,155,1,,,
165,1,History of illness ,How has the situation changed since the beginning ?,Evolution,phantogeusia,2,single choice,Better,better,,,,,155,1,,,
165,1,History of illness ,How has the situation changed since the beginning ?,Evolution,phantogeusia,3,single choice,Worse,worse,,,,,155,1,,,
165,1,History of illness ,How has the situation changed since the beginning ?,Evolution,phantogeusia,4,single choice,Do not know ,do_not_know,,,,,155,1,,,
166,1,History of illness ,How does this problem affect your quality of life ?,effect_on_quality_of_life,phantogeusia,1,,Please use a scale ranging from 1 (Not at all) to 10 (very badly):,integer,range,10-Jan,,,155,1,,,
167,1,History of illness ,What makes your condition worse? ,Exacerbating_factors,phantogeusia,1,,Type here:,,text,,,,155,1,,,
168,1,History of illness ,What makes your condition better? ,Allievating_factors,phantogeusia,1,,Type here:,,text,,,,155,1,,,
169,19,History of illness ,There is an unusual taste in my mouth and it is triggered by something (e.g. saliva - food - beverage - other..),,parageusia,1,single choice,yes,,,,,,,,,,
169,19,History of illness ,There is an unusual taste in my mouth and it is triggered by something (e.g. saliva - food - beverage - other..),,parageusia,2,single choice,no,,,,,,,,,,
170,1,History of illness ,Please describe what triggers this unusual taste? ,,parageusia triggers,1,,Type here:,,text,,,,169,1,,,
171,1,History of illness ,How pleasant is the unusual taste? ,,parageusia pleasantness,1,,Please use a scale ranging from 1 (very unpleasant) to 10 (very pleasant):,,range,10-Jan,,,169,1,,,
172,1,History of illness ,How intense is the unusual taste?,,parageusia intensity,1,,Please use a scale ranging from 1 (very weak) to 10 (very intense):,,range,10-Jan,,,169,1,,,
173,1,History of illness ,How familiar is the unusual taste?,,parageusia familiarity,1,,Please use a scale ranging from 1 (very unfamiliar) to 10 (very familiar):,,range,10-Jan,,,169,1,,,
174,1,History of illness ,Please describe how the unusual perception taste like (e.g. burnt or smoke),quality_descriptor ,parageusia,1,,Type here:,,text,,,,169,1,,,
175,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parageusia,1,single choice,6 AM and 9 AM,6am9am,,,,,169,1,,,
175,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parageusia,2,single choice,9 AM and 12 PM,9am12pm,,,,,169,1,,,
175,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parageusia,3,single choice,12 PM and  3 PM,12pm3pm,,,,,169,1,,,
175,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parageusia,4,single choice,3 PM and 6 PM,3pm6pm,,,,,169,1,,,
175,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parageusia,5,single choice,6 PM and 9 PM,6pm9pm,,,,,169,1,,,
175,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parageusia,6,single choice,9 PM and 12 AM,9pm12am,,,,,169,1,,,
175,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parageusia,7,single choice,12 AM and  3 AM,12am3am,,,,,169,1,,,
175,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parageusia,8,single choice,3 AM and 6 AM,3am6am,,,,,169,1,,,
175,1,History of illness ,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,parageusia,9,single choice,I Do not know ,do_not_know,,,,,169,1,,,
176,1,History of illness ,How frequently do you experience these triggered unusual perception of taste ? ,Time,phantogeusia,1,,Please indicate a number and a time unit:,,integer_and_timeunit,,,,169,1,,,
177,1,History of illness ,When did this problem start? ,Onset_date,parageusia,1,,It approximately started on:,DateTime,datetime,,,,169,1,,,
178,1,History of illness ,How fast was the onset ?,onset_speed,parageusia,1,single choice,progressively,progressive,,,,,169,1,,,
178,1,History of illness ,How fast was the onset ?,onset_speed,parageusia,2,single choice,suddenly,sudden,,,,,169,1,,,
178,1,History of illness ,How fast was the onset ?,onset_speed,parageusia,4,single choice,Do not know ,do_not_know,,,,,169,1,,,
179,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,parageusia,1,single choice,Both side,bilateral,,,,,169,1,,,
179,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,parageusia,2,single choice,Left side,unilateral_left,,,,,169,1,,,
179,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,parageusia,3,single choice,Right side,unilateral_right,,,,,169,1,,,
179,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,parageusia,4,single choice,Do not know ,do_not_know,,,,,169,1,,,
180,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parageusia,1,single choice,No change,no_change,,,,,169,1,,,
180,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parageusia,2,single choice,Better,better,,,,,169,1,,,
180,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parageusia,3,single choice,Worse,worse,,,,,169,1,,,
180,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parageusia,4,single choice,Do not know ,do_not_know,,,,,169,1,,,
181,1,History of illness ,How does this problem affect your quality of life?,effect_on_quality_of_life,parageusia,1,,Please use a scale ranging from 1 (Not at all) to 10 (very badly):,integer,range,10-Jan,,,169,1,,,
182,1,History of illness ,What makes your condition worse? ,Exacerbating_factors,parageusia,1,,Type here:,,text,,,,169,1,,,
182,1,History of illness ,What makes your condition better? ,Allievating_factors,parageusia,1,,Type here:,,text,,,,169,1,,,
183,20,History of illness ,When I touch my tongue or some part of my oral cavity - it triggers an unusual taste,,tactile_dysgeusia,1,single choice,yes,,,,,,,,,,
183,20,History of illness ,When I touch my tongue or some part of my oral cavity - it triggers an unusual taste,,tactile_dysgeusia,2,single choice,no,,,,,,,,,,
184,1,History of illness ,When did this problem start? ,Onset_date,parageusia,1,,It approximately started on:,DateTime,datetime,,,,183,1,,,
185,1,History of illness ,How fast was the onset ?,onset_speed,parageusia,1,single choice,progressively,progressive,,,,,183,1,,,
185,1,History of illness ,How fast was the onset ?,onset_speed,parageusia,2,single choice,suddenly,sudden,,,,,183,1,,,
185,1,History of illness ,How fast was the onset ?,onset_speed,parageusia,4,single choice,Do not know ,do_not_know,,,,,183,1,,,
186,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,parageusia,1,single choice,Both side,bilateral,,,,,183,1,,,
186,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,parageusia,2,single choice,Left side,unilateral_left,,,,,183,1,,,
186,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,parageusia,3,single choice,Right side,unilateral_right,,,,,183,1,,,
186,1,History of illness ,Are you experiencing this problem from one or both side of the tongue? ,laterality,parageusia,4,single choice,Do not know ,do_not_know,,,,,183,1,,,
187,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parageusia,1,single choice,No change,no_change,,,,,183,1,,,
187,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parageusia,2,single choice,Better,better,,,,,183,1,,,
187,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parageusia,3,single choice,Worse,worse,,,,,183,1,,,
187,1,History of illness ,How has the situation changed since the beginning ?,Evolution,parageusia,4,single choice,Do not know ,do_not_know,,,,,183,1,,,
188,1,History of illness ,How does this problem affect your quality of life?,effect_on_quality_of_life,parageusia,1,,Please use a scale ranging from 1 (Not at all) to 10 (very badly):,integer,range,10-Jan,,,183,1,,,
189,1,History of illness ,What makes your condition worse? ,Exacerbating_factors,parageusia,1,,Type here:,,text,,,,183,1,,,
190,1,History of illness ,What makes your condition better? ,Allievating_factors,parageusia,1,,Type here:,,text,,,,183,1,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,1,multiple choice,I was born this way because I have no memories of having ever smell or taste anything in the past,Isolated_congenital_anosmia kallmann_syndrome kartagener_syndrome,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,2,multiple choice,I suffered from head trauma ,post-traumatic_olfactory_loss post_traumatic_taste_dysfunction,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,3,multiple choice,I had a common cold - my sense of smell never returned back to normal,postinfectious_olfactory_loss,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,4,multiple choice,Nose or Sinus issues,chronic_rhinosinusitis_with_nasal_polyposis chronic_rhinosinusitis_without_polyps nasal_adenocarcinoma olfactory_cleft_syndrome olfactory_esthesioneuroblastoma Wegener_granulomatosis respiratory_epithelial_adenomatoid_hamartoma,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,5,multiple choice,Migraine / headache,migraine,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,6,multiple choice,Epilepsy,epilepsy,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,7,multiple choice,Cancer,paraneoplastic_syndrome_-_lung_cancer radiotherapy chemotherapy,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,8,multiple choice,Smoking,toxic_agent tabacco,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,9,multiple choice,radiotherapy,radiotherapy,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,10,multiple choice,chemotherapy,antineoplastic_drugs,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,11,multiple choice,I was exposed to some chemicals ,toxic_agent,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,12,multiple choice,Nasal surgery,Iatrogenic,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,13,multiple choice,Brain surgery,Iatrogenic  temporal_lobe_epilespy space-occupying_lesion epilepsy,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,14,multiple choice,Drug side effect,drug_induced_smell_dysfunction drug_induced_taste_dysfunction,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,15,multiple choice,Ear surgery,Iatrogenic,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,16,multiple choice,Alzheimers Disease,alzheimers_disease,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,17,multiple choice,Parkinsons Disease,parkinsons_disease,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,18,multiple choice,Acid reflux,Gastroesophageal_Reflux_Disease,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,19,multiple choice,Aging,alzheimers_disease drug_induced_smell_dysfunction drug_induced_taste_dysfunction tabacco chronic_rhinosinusitis_without_polyps mild_cognitive_impairment presbyosmia presbygeusia,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,20,multiple choice,Brain issues,amyotrophic_lateral_sclerosis Bells_palsy Borreliosis creutzfeld-jakob_disease hemorrhagic_stroke multiple_sclerosis trigeminal_neuralgia,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,21,multiple choice,Pregnancy,pregnancy,,,,,,,,,
191,1,Characteristic event,Please select one or several situations that in your opinion may explain why you are having issue with your sense of smell or taste,characteristic_events,,22,multiple choice,I Do not know ,do_not_know,,,,,,,,,
192,1,Characteristic event,Do you suffer from any of these issues? ,characteristic_events,kallmann_syndrome kartagener_syndrome,1,multiple choice,delayed puberty ,delayed_puberty,,,,,191,1,,,
192,1,Characteristic event,Do you suffer from any of these issues? ,characteristic_events,kallmann_syndrome kartagener_syndrome,2,multiple choice,absence of puberty,absence_of_puberty,,,,,191,1,,,
192,1,Characteristic event,Do you suffer from any of these issues? ,characteristic_events,kallmann_syndrome kartagener_syndrome,3,multiple choice,absence of menstruation,amenorrhea,,,,,191,1,,,
